,date,title,main,comments,"_summary_
                        looks_count",likes_count,comments_count,looks_count
10,06.20,뭐지?,"분명, 10억 좀 넘게 주식을 상속받았는데지금 6억남았....","형 람보르기니 누가 박살냈어?
상속세 자진 납부
금수저?
아니 그냥 주가가 떨어졌네....아빠가 양도해주셨음 
교통사고 났다고 생각해
부럽다돈걱정 없이 살았겠네 
덕분에 K-스피에 평화를 아주 조금이라도 가져오셨습니다.
2백만불 넘었었는데 어느새 1백만불 간신히 넘는 걸로..  내 포르쉐..
",692,0,8,
11,06.20,형들 지금 매수하는 이유가 뭐야??,"나 주린인데 현재 계속 추매건 뭐건 줍줍하고 있는 형들 있을거 아냐? 물론 지수 고점대비 많이 빠진거 맞고 그래서 이제 슬슬 반등 할 것이라 보고 매수하는거잖아??하락이 멈출 이유로는 1. 전쟁 중단으로 인한 에너지 가격 상승 완만 혹은 하락2. 그래서 금리 인상 압박 완화3. 이미 너무 많이 빠짐4. 위드 코로나로 인한 보복 소비 증가근데 보수적인 입장에서 보자면1. 인플레가 에너지 가격 상승만으로가 아닌 인건비 상승, 그린플레이션, 미국서부 남미 인도네시아 등 가뭄으로 인한 곡물 가격 상승 등 다른 요인도 많았음2. 기업들의 ROE 평균? 이 실제로 고점 혹은 그 전 대비 많이 낮아짐.3. 금리인상이 멈춰질순 있지만 인상된 금리는 유지되는거잖아? 금융비용은 계속 인상된 채로 있는거고 금리 인상이 멈춘다해도 선반영 될때 좀 오르는거 빼곤 다시 모멘텀 잃지 않을까?4. 금리는 그렇다 치고 양적 긴축은 이제서야 시작하기 시작했어.5. 주식은 이미 -30% 빠졌다해도 부동산은 이제 고점찍고 내려오기 시작할텐데 부동산 가격 하락으로 인한 실질경기 악화도 조금 있을수도?나 잘 몰라서 혼자 떠든건데 반박해줘! 몰라서 물어보는거야",0,660,1,20,
12,06.20, 현대해상,SK텔레콤BNK금융지주줍줍,"현대해상 잘버티긴 한다근데 금리가 넘 빨리 올랑 ㅠ 
Db보험한국금융지주DgbBnk기업은행Nh투자증권Skt너무싸 
하이닉스 per 6 ㅋㅋ
",114,0,3,
13,06.20,고통이다,https://n.news.naver.com/mnews/article/018/0005246548?sid=101,"ㅗㅜㅑ
굥통이네 빨갱이네 가카하시는일에 굥통따위 감수해야지 
윤재앙
우리 각하께서는 경제도 법과 원칙에 따라 잘 하실겁니다
",186,0,4,
14,06.20,꿈에 모드리치가 나와서,삼성전자 사라는데 어떡하지,0,280,0,10,
15,06.20,요즘 ㅈㄴ 후회되는거 한가지,주식 더 굴리겠다고 차 계약해지한거 하..,"차값은 더 올라가고..
버블때는 다들 이성 잃는듯
계약금 날리고목돈 주식에 들어가고..? 
요새 차 감가도 잘 안된다던데
ㄷㄷㄷ
",492,5,5,
16,06.20,멘탈 잡아 형들,켄피셔 책ㅇㅇ존버하는데 도움 됨,"-40프로인데 저런 책 눈 안들어옴
-40이면 인정
존 버!
개미들은 고점에 사고 저점에 판단 말씀!
",339,4,4,
17,06.20,공포는 아직이죠?,뉴스에 극단적 선택 시도 나와줘야 공포죠?,"뉴스에도 안나오지 허다하면
아직이지 대기업 몇개 부도나면 공포시작이야
징후가 뭔데? 환율?
아시아 빈민국 연쇄 부도?
이제 시작인거 같다 정말
이자부담에 기업 디폴트 선언하고정리해고 들어가고이런거 몇번 떠야 해결각 
아직 미국 금리인상 안끝났음
워렌버핏이 tv에 나와서"" 잣댔어 ㅜㅜ""   라고 할때가 공포 
전광판 앞에 멍하니 서있는 사진 나와야지
국가부도  기업 줄도산 강남 아파트 미분양 떠야지
아직 본게임시도도 않했어요..2천깨지고 천선까지 한번 다녀와야합니다.나라님이 한버망할려고 하셔야 끝나죠..달러들고 존버들 하세요..원화는 쓰레기 됩니다 
진짜 달러는 좀 들고 있어야 할 듯
뉴스메인 사진에 슬슬 머리잡고 싸메고 괴로워하는 사진 나오기시작함
",391,0,16,
18,06.20,4월 초에 주식에 1.5억 넣었으면,지금 보수적으로 잡아서 마이너스 몇퍼정도될까?,"뭘 샀냐에 따라 다를거같은데우량주면 -10%? 중소형은 -20~30%근데 오른종목도 있음 
거의 2천만원삭제네
근데 또 오른것도 있어식품 에너지 이쪽라인 심지어 2차전지 코스닥시총1위 오름 
-20
-18퍼
-20언저리일것같습니다
우량주면 -10~20%
",634,1,7,
19,06.20,삼전은 언제 6만도 깨졌냐....,진짜 세상 ㅈ같다,"나도 네이버 주식 샀다가 올해연봉날라감 ㅠ 무료로 일하는중 
자사주 메입 실현

삼성은 뻣속까지 푸른색
3만까지열려있어요  .지금부터 조금씩 계속 사야져.. 
",386,0,5,
20,06.20,환율이 금융위기 이후 최고점인데,진짜 ㅈ댄거같은데,"우리 서학개미들 환율올라서 그나마 손실 줄어들지
그러나 그 쉴드 깨진지 오래....
가짜돈 한국돈 기준으로하면 그렇지만진짜돈 미국돈 기준으로하면 연봉만 낮아진 셈.. 
환율은 1500원쯤 가줘야죠..
아 짤 ㅋㅋㅋㅋㅋ 웃고간다
달러지수 보면 내려갈 맘이 없어보이는데
",797,0,6,
21,06.20,위기를 거꾸로하면,기회입니다.사세요,"기위입니다. 아무것도 변하지 않습니다. 돔황챠!
아무것도 아닌데?
지하
not now
기위를 좀 흘려서 발음하세요. 기회맞습니다
귀
ㅋㅋㅋㅋㅋㅋ그르네요. 흘리니까 기회처럼 들리긴하네요 
ㅋㅋㅋㅋㅋㅋㅋ
ㅋㅋ슈밤 뭘 거꾸로해 조땐거지ㅠㅠㅠ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅈ됐다고 복창하자
거꾸로 하긴 뭘 거꾸로해에 😢
위기를 거꾸로 하면 기위기금껏 경험하지 못한 위기입니다 
이게 왜 이렇게 멕이는거 같지?

ㅋㅋㅋ존나 웃기네
위기를 거꾸로 생각하면머리가 깨집니다.ㅋㅋ 
",475,1,22,
22,06.20,잃지않는 투자가 있다고??,그러하다...,"부럽다
총알대기중이야 주식장....손절한거 만회해야혀..
뭐? 원금이 보장된다고?
예금도 3%이상에서는 할만한거 같당
그러게.. 작년만 해도 현금은 쓰레기랬는데, 손바닥 뒤집듯 바뀌네
그걸 유지한사람은 다행이고, 만기되서 주식들어온 사람들은....ㅠ
",795,0,6,
23,06.20,내일 장초반에 말이야...,설마 반대매매 가능성도 열어둬야할까?아직 반대매매 나올 타이밍은 아니지?,"반대매매 계속 나오고있어 하루 몇백억씩그게뭐 갑자기 몇조씩 나오는게 아님 
계속 나올거같은데?
바보나오고 있음 
오늘 왜 빠진지도 모르네
15일-17일 300억씩 나오는 중
횽냐 지금 반대매매는 계속 나오고 있어욘..CFD 터지고 난리났어욘..
Cfd가 뭐야?
증권사 다니는분 ㅋㅋ 맨날 반대매매 전화하기 바쁘다던데 ㅋㅋ
",413,0,8,
24,06.20, 카카오 언제 주워야돼? ,존나 떨어지는뎅,"Sm은 언제주울까?
나도 두고보는중 ㅋㅋ
카카오같은 회사를 왜 주워. 코로나 시절에나 오른거지 자회사 몇 백개고 자회사 상장시킬때마다 본 주 물적분할 한 거 마냥 박살날텐데
네이버 카카오 적정 멀티플 per 10
떨어지는 칼날은 피해라
옼케이
사만원?
카카오페이 카카오뱅크 카카오게임 카~자만 들어가도 꼴도보기 싫구만 아직도 한참 멀었음
뜬금없긴한데 연예인들 많이봐? ㅋ
",495,0,9,
25,06.20,오늘 나스닥 강보합 예상!!,확률 78% 이상!!,"100%임왜냐면 휴장이기때문 
휴장이쟈나
휴장
아.. 진짜 글지마요. 휴장도 모르고 주식하지마.
휴장이유
다들 유머가 없네. 하락장이라 그런가
",280,0,6,
26,06.20,백미러만 보고,앞으로 나갈 순 없다고 하지만아직 한참 더 빠지고나서 다시 치고 올라갈 때 줍는게 맞겠다 싶기도 하면서...머리가 뜨겁다,"
",234,0,1,
27,06.20,카푸어들은 차라도 끌고 다녔지,내꺼 bmw는 타본적도 없는데 사라졌다,"무야호
뭔솔
주식으로 차 한대 날렸다고 바보야
비엠은 너무 볼륨이 큰데????????
그게 뭐가크냐. 손실안나봣냐
저도 반년만에 인수도 못하고 폐차
ㅋㅋ. 샤넬 가방따위는 짜질께...  그냥 옷장에 넣어 놓고 아낀다 생각 하렵니다.
모닝 어반 날라갔다
탔다가 전손처리 했다고 생각하자 ㅠ
주식은 배당이라도 나오지 코인은... 
3억이었는데 3.5억이 됐네 ㅠ 카이엔 두대 전손이라고 생각해야 하나
ㅠㅠ 전손후 생명은 건졌다
",460,1,13,
28,06.20,전쟁끝나고 물가 잡혀도 기대가 안된다.,어차피 코로나때 풀어놓은 유동성 거품 빠지고 이제 정상화 되는 느낌 ㅠ,"ㄹㅇ..  난 거기에 허덕이는 개미이고
유동성 다시 끌어올려야지
",167,1,2,
29,06.20,양도세만 걷지말고,양도차손도 보전해줘!!!!!!!!,"해주자나 sum하니까
국고 바닥날듯
",101,0,2,
30,06.20,코오롱글로벌좀 봐줄 형 누나들,코어롱글로벌 주식을 샀는데 떡락하고있네... 이거 손절이 답인가 23000원매수했는데나름 건설이무너져도 자동차 유통이 잘버텨줘서 괜찮겠거지 하는데 22년 기준 햔재 per 2.8로떨어짐 어떻게생각하신지요,"괜찮은 회사같은데 외부악제나 회장이 자식에게 기업물려주려고 하는건가 엄청 저평가네
저평가에 과대낙폭은 맞는데 전체 차트상으로는 단기적반등 외에는 힘들어보임..고금리 시대에 부채비율이 높음...좀만 버텨봐! 단기적으로라도 다시 반등은 나올꺼야.. 
차트상 9000원 횡보네..진심
",112,1,3,
31,06.20,위기를 기회로~,모두 또 기회가 온다는 긍정적인 생각으로버텨봅시다!한강 가지마세요!,"낙동강 가려구요
나는 한탄강
총알당겨..
",90,0,3,
32,06.20,주식계좌보니 저녁으로  편의점 도시락 먹어야겠다,교촌 치킨 먹고싶다 ㅠㅠㅠ,"무료급식소 가자
요즘 편도가 얼만지 모르고 하는 소리
5천원
나랑 같이 칼로리바 하나 먹자편도 비싸! 
난 굶어
1000원안으로 해결
아직 덜 녹았나보네 하루 한끼 프로틴바 간헐적 단식까지는 가야지
ㅠㅠㅠㅠ
편의점 주식 풀매수?
애플다니면서 밥걱정을 하다니
애플 구내식당은 양식주나?
사과를 줍니다
",272,1,12,
33,06.20,여기 빚투한 형들 많아??,투자는 여윳돈으로 하는거라 생각해서빚은 없는데 형들은 어떤가 궁금부동산 빚은 말고 주식이나 코인하려고 돈 빌린 사람들얼마나 되나 궁금하다 투표참여179 하나만 선택할 수 있습니다.,"빚투가 생각보다 많네..
오우 뭐야 과반수 넘어감...
이거 주식은 따로 발표된거없나? 부동산은 있는데
신용잔고는 있는데 개인신용대출이나 마통 끌어다하는 사람도 있어서
",512,0,4,
34,06.20,오랜만에 영웅문앱 접속했는데,시퍼렇노...그나저나 두중은 왤케 폭락하지??누가 5만두중 간다고했어...,"결국엔 원전 갈거고 그땐 오르겠지
닉ㅋㅋ
원전은 아닌거같아...
닉값ㅋㅋ
",209,0,4,
35,06.20,아빠가 주식으로 집안 말아먹을때 생각난다,미래의 아들아 미안해근데 나는 미래의 아들이 없을것 같다..아빠 고마워요,"선행학습
조기교육
",529,0,2,
36,06.20,바겐세일 일주일차,오늘도 정신없이 매수버튼을 눌러보았습니다💥내일도 빠지면 매수버튼 갑니다,"뭐 삿어?
개인매수 상위종목중에서 2-3종목 ㅎㅎ
진짜 세일이면 좋겠다
",172,0,3,
37,06.20,리먼 코로나 땐 양적완화 카드로,V반등 나온거고그것도 고점대비 반토막이상 가고나서고지금은 그냥 노답이야 형들 정신차리고내 닉값 좀 해,"ㅇㅇ 그건맞음 지금 정책적으로 딱히 할게없는게 문제지, 그래도 주식이 싼거만큼 강력한 호재는 없다는거 근데왜 눈물이나냐
바람에 맞서겠다
ㅇㅇ ㅇㅈ
동의 이젠 더이상 돈을 풀수가 엄따. 예전같은 강한 V자 반등은 없다 생각하고 투자하는게 맞는것 같음
항상 주식은 범인의 생각을 뛰어넘지.이런 단순한 생각으로 예측가능하다면 누구나 부자가됐지. 
ㅇㅇ 이게맞긴함오를땐 한없이 오를거같고내릴땐 바닥이 없을거같고 그렇지 
",372,4,6,
38,06.20, 삼성전자 8만원대 오려면 3년은 걸릴듯,8만전자 약 3년9만전자 약 5년6만전자는 금방 다시옴개미들이 받쳐줘서7-8만원에 물려잇는분들은 필히 물 타서 빠져나오시길 바랍니다..52000-54000원 까지 내려갈수있음,0,563,0,10,
39,06.20,예전에 내가 수익내면 못먹은 사람들이 ㅄ이라고 생각했었음,참 어리석은 생각이었다이또한 다른 개미들의 눈물이라는것을그동안 죄송했습니다,"피터린치형 말이 떠오르네
시장이 모두를 고수로 만들었을때다들 알지 못했지.. 
",235,3,2,
40,06.20,와이지엔터 머선129...,에스엠 제왑은 주가 견고한데와이지만 개박살 나고 있네 ㅠ블핑 안나와??,"또 약한거 아냐?
HMM형 5만 언제가?
나도 궁금하다 블핑 곧일텐데
",313,0,3,
41,06.20,난 3억이 눈앞에서 녹았다,이제 현실 감각도 없다. 저거 팔아서 포르쉐 한대 뽑아볼까 하던 때가 그립다여기 나보다 많이 녹은 사람 있을라나다들 힘내라,"오 동지들이 여기에 모여계셨군요 ㅠㅠ
네이버 억대연봉인데 뭐가 걱정이신지요..월급받아서 물타요...신용대출 땡겨서 물타구요.. 
난 4억 ㅜㅜ
나도 3억 ㅋ
나도 3억 ㅜ 손절 못하겠어
다들 시드가
여친도 고점대비 이억넘게 빠짐
다들 부자네
미실현이익 4억녹음ㅜㅜ진짜 더갈줄알고 존버했는데이제손절각 욕심때문에... 
난 1억 2천
","1,259",4,26,
42,06.20,주식 박살나내,누가이기나 보자. 물탄다 계속,"조져지는건 나였다
두나무 근데 뭐하는 회사야?? 유명하던데
업비트
두나무 대단한 회사지 아주
갓나무를 몰라? 평균연봉 5억인데
물탈 돈이 없어 ㅅㅂ
시장을 이길 수 없어
조금씩 물타요..
",341,1,8,
43,06.20,풀매수 해라,인간지표다.나 내일 매도한다.기회다. 잡아라.9% 오르거나 떨어지면 매수할거다.,"인간지표는 난데 형?
",211,2,1,
44,06.20,ㅉㅉㅉ 이럴때일수록 멘탈을 잡아야되는거라고,"조금만 생각을 고쳐먹으면 마음이 편안해진다. 난 아둥바둥 주식 사서 오르길 기다리며 자산증식을 꿈꾸는게 아니라, 돈이 너무 많아서 조금씩 갖다버려야 되는 상황이라고 스스로 세뇌를 시켜봐라. 오늘도 너무 성공적인 장이었네. 씨발.","재미없어
ㅋㅋㅋ
아프리카 친구들에 비해서 너무 많은걸 가졌지
버려도 되는 상황이라고 했지버려도 된다고는 안했어 ㅋㅋ 
",265,6,4,
45,06.20,계좌는 많이 아프지만,"옛날 지수 빠진거보면은 아직 꿀밤 맞은 정도 아닌가닷컴버블, 리먼때는 고점대비 -50퍼까지 갔음🫣","그때는 왜 빠지는지도 몰랐는데지금은 빠지는 이유가 있어서그때랑 지금은 약간 다름 
핵꿀밤정도는 될듯 코피 코닥 고점기준-28%
에쿵~⭐️
아직은 그렇지만... 미래가 밝지 않네
머리에 빵구났는데 이게 꿀밤? ㅠㅠ
아직 심장은 뛰는 중✌️
",350,0,6,
46,06.20,Xpeng ,중국 전기차가 답이다,"ㅗㅜㅑ
",284,2,1,
47,06.20,52주 신저가 6.20,다안들어가네,"ㅗㅜㅑ
1년 신저가는 넘치겠지 지수가 그보다더 백했으니 
ㅋㅋㅋㅋㅋ 대한민국 망했누
와 존나 바겐세일이냐? 살게 너무 많아서 미치겠네 ㅋㅋㅋ 이번달 월급 인센티브 나오면  즙즙 해야지 ㅎㅎ
그전에 올라라 ㅋㅋ
왜 다 잡주같지?
",502,1,6,
48,06.20,내 돈 누가 다 긴빠이 쳤는가..,앜! 3300한번넘기고쒸팔악재란악재는다받는개같은코리아디스카운트2300개스피 해병님! 왜 제 돈을 긴빠이치는것에 대해 물어보기 전에 물어봐도 되는지에 대해 물어봐도 되겠습니까?,"ㅋㅋㅋㅋ 이성찾어
ㅋㅋㅋㅋㅋ웃프다ㅜㅜ 내계좌 죄다 살살 녹음
아쎄이 기영
앜!
",168,0,4,
49,06.20,아니 형누나들. 나만 -30% 넘은거 아니지?,이게 무슨 일이냐 이게 주식이였던건가,"삼성전자 돌려내
크 교수님 오랜만에 보네
삼전 5만원 밑으로 가자 주워 담을 준비 완료
우박사님..

저때 샀으면 쌉부자 됐음
-50  ㅅㅂ
",679,2,7,
50,06.20,주식 잘 살려고 하는거 맞지?,우리 모두 월급 가지고는 힘드니까좀 더 잘 살아보려고 주식 하는거 맞지?????어?????,"응..근데 더 힘들어지네융 올해는...
당연하지 형 ㅠ
",296,3,2,
51,06.20,반등장 대비해서 총알 모은다,나란 새끼 밥먹을 자격도 없음,"예림이 그 패봐봐
평소같으면 대사 치겠는데 안나와...
힘내 형..
반대가 되어야 하는뎅
",495,0,4,
