,date,title,main,comments,"_summary_
                        looks_count",likes_count,comments_count,looks_count
14,06.18, 하이브,"158,000원어때보여?ㅡㅡ 아직 하방 더 열려있나?","나 금요일에 매수함
비티에스 없는 하이브가 의미가 있나
방탄망햇으니 8마넌까지 쭉~
BTS 빠지면 레어로 이름 바꿔야지, 결국에 해처리로 갈듯
노오잼스
방시혁 레더 2,400임
올라갈 이슈가 있나?
내가 투자함
방탄형아들 매출 비중이 너무 높아~
목 오전에 잡아서 목 오후에 팜그 누구도 알 수 없음방망이 짧게 잡고 대응도 짧게봐야지 
솔직히 bts 빠지면 아무리 잘 쳐줘도 적정가 3만원 아님?
",537,0,11,
15,06.18,적금선납?,1년짜리 적금인데오늘 어플보니까 선납이 가능한거 같더라구1년치 한방에 다내고 기다리면 이거 예금이 되는거 아닌가 싶어서🤔 내가 모르는 허수가있을까???,"나도 궁금
https://m.blog.naver.com/shty1290/222710941736
알아보니까 몰아내도 나눠낸거랑 이자는 같으니까쪼개서 밸런스 맞춰 일찍내고 늦게내면 예금같은 효과를 볼수있다는 이야긴거같은데 이해는 했는데 이건 통장 몇개이상 돌려야 효과를볼수있겠다 🙄 
선납해도 약정이자 이상 안줘 선납하디마ㅠ
아 그러면 1년치 미리내두 나눠낸거랑 같은 이자를 준다는이야기구나!??
맞앙 최대가잇어
굳이...차라리 예금을 넣지 그랬니?
잉. 아니지 적금 이자 계산 방법 찾아봐.
예금이 금리가 더 높징!
😧.... 맞다아... 나 이과였지...???아 근데 신협 6프로 특판이라 100만원짜리 만들어서 돌리는 상황에 ㅋㅋㅋ 예금 특판나오는거 각잡다가... ㅋㅋㅋ불현듯 선납이란게있길래 
계산식나와있는데 그거 미리 계산해보면 머가 이익일지 알텐데
단순히 적금이자율이랑 예금이자율만 보고 한건 아니지??
😧... 그냥 ....6프로짜리 특판떳길래...
",417,1,14,
16,06.18,라오어 무한매수 카페 닫을때,이유가 요새 욕을 많이 먹는 와중에 Bts에서 용기를 얻어서 Bts처럼 자기도 쉴 시간이 필요하다고 했네 갑자기 뭔 Bts가 나와 ㅋㅋㅋ,"말도 안되는 말에 많이들 넘어감
ㅋㅋㅋㅋㅋㅋㅋㅋ
하루만에 다시 카페 살림 ㅋㅋㅋ
급발진 ㅋㅋㅋ
",427,8,4,
17,06.18,트레이딩 이게 짜릿하네 ,게임에서 이기는 재미가 있네,"잃으면 재미 없잖아
",98,0,1,
18,06.18,윤대통령 나토 정상회의 가나?,거기서 우크라에 무기 지원하거나나서서 적극지원 이러진 않겟지?괜히 안 맞을거 정의감에 불타서 앞장서서 맞겟다 이러진 않겟지?한국은 제 3자 입장인데 굳이,"빡대갈도 아니고 설마
우리가 러시아 선제타격 하겠습니다. 할듯.
빡대갈이라 뭔말할지 두렵지가 말하고도 이해 못할텐디...걍 안가는게 나을듯 
벌써 무슨 말할까 기대된다 흥미진진
좋빠가 외치고 오겠지 머
그냥 가만히 있었으면
",270,7,6,
19,06.18,근데 직장인은 전부 분할매수 아님?,월급들어올 때 살 수밖에 없자나전부 분할매수 아님?,"월급들어올때마다 카드값 내야지 이자 내야지 있는돈으로 몰빵한거지
즉 시 빚투
그 쉬운걸 다들 못해서 곡소리들 나는거지...
마통으로 미래의 현금을 땡겨서 한방에 태우고 마통갚아가면 몰빵이지 ㅋㅋ
",449,0,4,
20,06.18,BJ파월,"연초부터 0.75씩 쭉 때려서인플레 가속화 잡았어야했다바이든,파월 이 끔찍한 혼종들","늦었으니 7월에 100bp
지금부터 회의 할때마다 0.75 계속 올려도 잡힐듯 한 10번 연속
화끈하게 7월에 100bp 안가면 못잡을듯......
",617,3,3,
21,06.18,이번주 Factset Earnings insight 요약,"어닝 시즌 끝나서 큰 변동은 없음.모두 SP500 500개 기업 기준6월 17일 종가 기준 12M fwd per 15.8배 (그림 1)(5년 평균 : 18.6배, 10년 평균 : 16.9배)2Q EPS Growth 전망치 : 4.3%, 지난주 4.1%에서 약간 오름(3월 31일 전망치 : 5.9%)500개 중 72개 기업이 EPS 가이던스를 하향,31개 기업이 EPS 가이던스를 상향,출처 : Factset(그림 2)Topic of the Week: Analysts Continue to Have An Unusually High Number of “Buy” Ratings on SP 500 Stocks'Unusually' 이라고 표현함.여전히 높은 투자의견 Buy rating 비율.3월말에 비해 EPS추정치는 내려갔는데 (5.3% - 4.3%),Buy rating 비율은 오른 상태로 유지 중. 55% 이상은 10년내 한번 잠깐 있었네여업데이트 안한건지 아직 컨빅션이 있는건지는...(그림 3)Buy rating 비율 상위 10개사,Sell rating 비율 상위 10개사,(그림 4)섹터별 2Q EPS growth YoY (회색 3월31일, 남색 현재),","좋은정보 감사합니다
아이고 감사합니다
요즘 개투 정보가 왜 이래 좋노
좋게봐주셔서감사함니다
언니 똑똑함
",326,9,5,
22,06.18,일본 주식 배당주 추천해 주실분..,나락가고있는 엔화를 배당주에 넣고 싶은데 정보 아시는분 계실까요ㅠ,"ㅇㄷ
토요타 7203
시총1위 좋겠지~재팬토바코 2914 별루? 
일본국채 숏치자. BOJ이 못버틴다에 걸자
금리를 올린다에?! 이번에도 동결하던데 
유지한건 알지. 그래서 엔화 또 튀었자나.언제까지 버틸지에 거는거지 ㅋㅋㅋ 
ㅇㄷ
",221,0,7,
23,06.18,"월요일 선물개장하던데,,",설마 아래로 또 내려가진 않겟지?.?,"미선?
",239,2,1,
24,06.18,니들이 왜 개미인줄 아냐?,"머리, 가슴, 배3토막 나의 계좌도 1/3 토막 ㅠㅠ","3토막이 1/3 이니까1/3토막이면 3배ㄷㄷㄷㄷ 
??
",221,7,2,
25,06.18,연준 기준금리 7% 올린다는거,본인들이 인플레이션 잡겠다는 의지가 확고하니까알아서 시장금리는 올라가라는거 아니냐?실제로 7%올릴지 말지는 시장 늬들이 어떻게 하느냐에 달렸다.. 뭐 이런 의미같은데세계 경제가 예전처럼 구조적으로 성장하는거 같진 않아서 말야몇년전까지만 해도 디플레이션이라고 했었고...,"ㅇㅇ 심리전이지
그런 측면도 있겠네담주 파월 청문회 팝콘각일듯 ㅋ 
아가리파이터 하는거지 기대인플레 꺾이라고
인플레는 심리가 많이 반영되기 때문에 꺾어 놓으려는거지
아무도 자기가 무슨 말을 하는지 모르는것 같아.
그러게
",624,0,6,
26,06.18,존리 사짜에요?,단독 기사는 나중에 사실무근오보 뜰 가능성이 많아서 아직 확정짓기에는 무리인가싶어서 여쭤봐요답변 부탁드려요 투표참여192 하나만 선택할 수 있습니다.,"계좌 못까면 사짜
계좌까라는건 무리한 요구인데 뭔 소리들 하는건지..
피해의식 ㅈ대네 ㅋㅋ 계좌 까면 믿을순 있고? ㅋㅋ
종교인이 여기있네 ㅋ
지수 3000넘으니까 주식 몰빵하라고 한 새끼
운좋게 한국 리즈시절 skt 포스코 이런거 사놓고 올라간게 다아냐?
ㅅㄱㄲ
주식이란 자산에 투자해야한다는건 변함없는 팩트아니야? 굳이 한 사람에대해 신경쓸필요도없고 빠져들필요도없지
피해의식? 뭘 따라해서 피해가 있어야 피해의식이 있지ㅋㅋㅋ 상황파악능력 어쩔
그냥 본인이 운용했던 펀드 수익률만 봐도 명확함
","1,007",1,14,
27,06.18,존리는 부동산을 좋아해,🤗,"졸리 시불
","1,071",3,1,
28,06.18,진짜 신기해,내가 사면 떨어지고내가 팔면 올라가네,"회사명값 ㅎㄷㄷ
ㅋㅋㅋㅋㅋㅋㅋ
인버스를 사세요 그럼 다른종목 올라갈겁니다
사고팔고를 동시에해봐
",142,0,4,
29,06.18,임차인이 이미 계약갱신청구권을 썻는데 또 쓰겠대,2018년 9월에 첫 계약하고 2020년에 그 빌어먹을 계갱권 때문에 한번 연장을 했어전화통화로 재계약 할거냐고 물어봤고 시세 대로 하실거냐 했더니 법 바껴서 5프로만 증액하고 되는거 아니냐 해서 나도 여기저기 알아보고 결국 5프로만 증액해서 계약 했거든근데 이번에 계약갱신 청구권을 사용하겠다는거야 난 당연히 재작년에 청구권 사용한거 아니냐고 주장했고.세입자말로는 계약서에 명시 안되어있어서 청구권사용은 아니라고 그러는데 맞아? 주변시세랑 1억이 차이나는데 5프로만 증액해서 계약한거면 당연히 갱신권 쓴거잖아 억울해서 지금 잠이 안온다,"쪽지주세요
실거주카드쓰면끝
실거주 못해도 괜찮아??
ㄴ 검사같은것도 안함
계약서상 갱신청구권 사용명기 안되어 있으면 일반적인 재계약으로 봄. 따라서 갱신청구권 1회는 살아 있음 개같은 법이지
후....
아이고…
잠깐 1달 살다 나와 그딴 세입자는 내쫓아야지
2년내 임차인 구하면 안된다고하는데 그럼 오히려 더 손해날거같아 어휴 골아프넼ㅋㅋ
이건 충분히 서로간 오해소지가 있었네.당순히 5프로 증액 얘기만 나누고'청구권'이라는 용어는 서로 언급을 안했으니.세입자 입장에서는 청구권 사용안했다고 생각할 수 있었을 듯. 
그러게 임차인이 계약갱신청구권이란 단어를 아예 안썼던거 같은데.... 아.. 그래서 재계약할때 덕분에 2년 더 편하게 삽니다 그러셨나 허허
계약서에 적는게 중요해. 그냥 2년+ 하거나 내가 산다하고 나가라해서 전입신고 해야지
이거 중개인한테 책임물을순 없는거겠지 왜 특약에 안적었을까 바보같이
스타일보니 실거주 공격해도 소송걸 각이네.오지게 물린 듯.. 내꺼인 듯 내꺼아닌 니꺼 같은 내집 ㅜㅜ 
ㅠㅠㅠ
법 바뀌어서 5퍼만 올려야되는거 아니냐가 계약갱신청구권을 의미하는거자나 이거 녹음이나 문자있음 사용한걸로 돼, 홍남기법 이전이면 이내용만 있어도돼
문자는 없고 녹음은 못했는데 5퍼 올린 계약서만 가지고 청구권사용 주장해도되는거지?
5%만 올린거로는 안될껄 ㅠㅠ ‘계약갱신청구권 때문에’ 5% 올린거라는걸 입증해야하는데, 그게 없으면 그냥 5% 올린거라고 우기면 답없지
단순히 5퍼만 올린건 안되지 ㅠㅠ 저런 증거가 있어야가능함...
본문 내용이라도 녹취해봐
",666,1,32,
30,06.18,귀여운 시드지만 손절하고 싶다,-20까진 버틸만 했는데 -50은 쫌 아프네 ㅠ잊고싶어도 뱅샐 총 자산이 자꾸 줄어들어서 확인하게 됨;;; 연동을 끊어야되나,"스땁 디비리니바~
ㅋㅋㅋㅋㅋ
쭈펄 준내 웃겨
ㅋㅋㅋㅋㅋ형이 주식사면 미국도 망하는구나..ㅋㅋㅋㅋ나도그래.. 중국 주식도좀 사볼까생각중이야
나름 저점이라고 생각했는데 이게 떨어지네 ㅋㅋㅋㅋ 중국도 담궈볼게
이 시드로 그 손실률 못버틸거면 주식안하는게맞다. 그냥 원금보장 상품이나해. 대신 부자될 기회조차 없겠지

",642,0,7,
31,06.18,우리나란 기준금리 7프로 갈일없겠죠..,우리나라도 기준금리 많이 올라가겠죠...아마..,0,499,1,10,
32,06.18,근데 다들 회사에 FOMO때문에 미쳐버린것같은 4050 한명쯤은 있나?,자기 나이대에 평균적인 수준의 자산 형성 못한 아재들 보면 좀 화도 많고 진짜 이상한 소리 하루종일 주절거리는데..그냥 대충 맞장구 쳐주고 있긴 한데 슬슬 스트레스 받아가지고..형들 회사에도 이런 아재들 한명씩 있어?,"이런것도 공기업 특성인듯ㅋㅋㅋ 여기도 루저들 넘쳐남
받아주다가 내가 정신병 걸릴것같아 ㅠ
받아주고 리액션 해주다가 안면근육 아파..
한전은 전반적으로 잘할거 같은데! 그것도 회사 바이 회사더라 약간 남들 돈버는거 질시하고 질투하면 전반적으로 못버는 회사도 꽤 된다 개미들끼리 정보공유가 안되니ㅋㅋ
부자들도 많진 않지만 있긴 한데 확실히 그런 사람들은 평소에 조용하고 모든 부분에서 여유넘치드라.. ㅋㅋㅋ
나도 지금 모시는 팀장이 재테크 루저인데 ㅡㅋㅋㅋ 매사 병신짓 하는중ㅋㅋㅋ 강남에서 몇십년을 전세살다가 용인으로 밀리고 지금은 퇴직하고 충청도에 귀농한다더라
포모가 모에요?
fear of missing out 혼자만 뒤쳐지거나 소외된것같은 감정 느끼는거
알려주셔서 감사합니다
내 이야기 하시는구나.
전세사는 40대 후반 부장급이 나보고 집 샀냐고 물어봐서 15년도에 샀다고 하니 얼굴 시뻘게져서 요즘애들은 월급을 많이줘서 집 산다고 월급 적게 줘야된다며 씩씩 거렸던거 생각나네 ㅋㅋ  (본인은 30대 후반)
저랑 비슷하시네요 14년 분양받아서 집 있다고 하면 얼굴 표정 썩음...
우리회사 어르신들 사기업대비 정신승리하는거보면 정신나간거같음..  자산있는거 최대한 티 안내려조용히사는데  자밍아웃욕구자꾸드네
",656,5,13,
33,06.18,전세금 퇴거대출 관련한 전출문제 질문!,형들 전세 끼고 사놓은 집이 있는데이번에 세입자가 계약갱신 청구권을 쓴 상태였는데갑자기 나간다고 하더라구9월 15일에 자기 다른집 잔금 치를거니 전세금은 돌려주고 일주일 후 쯤에 나갈거라는데..? 보통 나가는거 확인하고 돌려주는거 아닌가??그리고 내가 전세자금 퇴거대출로 그 집에 들어가려하는데 알아보니 전출이랑 대출이랑 같은 날에 이루어지는건 알겠는데 선후 관계가 어떻게 되는거야??1. 오전에 세입자 짐빼는거 확인 - 은행에서 전세금 반환 - 전출? 이렇게인건가?2. 오전에 새입자 짐뺌 - 전출 - 은행에서 전세금 반환 일까??잘 아는 형 있으면 좀만 도와줘,"세입자가 ㅂㅅ인듯
되도않는말을 하고있어 ㅋㅋㅋㅋ
돌려줘 일주일후에 나갈게는 뭔 ㅈㄹ일까 ㅋㅋㅋㅋㅋㅋㅋ
1, 세입자도 전출 먼저하면 대항력없어지기때문에 돈받는게 먼저임! 근데 이거 당일에 다 처리하지 일주일전에 돈 달라는건 좀 그렇지,,ㅋㅋㅋ 계약금 명목으로 10프로는 보통 먼저 주긴함
이사 나가는날 대출금 실행되어야 함-대출금은 세입자 퉁장으로 바로 들어감- 대출실행 다음영업일까지 가존 세입자 퇴거 해야 함 
형 고마워!!
일주일 공짜로 살겠다는건가? 전세금 받는날 바로 퇴거하라고 해. 자본주의를 덜 배우신분인가 봄
",215,1,7,
34,06.18,1억 지금부터 6개월간 분할매수,"한다면 qqq, qld, tqqq 중에 무엇?",0,646,0,10,
35,06.18,부동산영끌한사람,주변에 실제로 많이잇나요?,"비트고인지금이뉘
부동산 영끌해봐야 생각보다 얼마 못함. 규제 개심했어
작년 9월에 주식 다 정리하고 부동산 영끌이여~ ;;;;
대출규제로 지금은 하고싶어도 못하겠지.. 지금 급매 잡는사람이 위너
나 영끌했어요 떠드는 사람 있겠냐 친구사이에서도 재산관련해서는 자세한 얘기 잘 안하는데
",542,0,5,
36,06.18,경제망한다는사람들 왜,곱버스 sqqq 풀매수 안함?,0,560,2,10,
37,06.18,2~30년동안 보유할만한 종목은?,뭐라고생각해?,"현대차
구글
20년후는 아무도 몰라지금 잘나가는 기업들이 20년전에는 어땠음?차라리 지수추종 
20 30년 전 슨피 상위권 1개인가2개 빼고 다 바뀜 ㅋㅋ 아무도 모름
너무 장기간이라지수 추종이 괜찮지 않을까요나스닥이나 에센피 
전기 수소
Etf
맥쿼리인프라
schd 리얼티인컴 jepi gof
그런 종목 없다.주식은 대응이다 
",420,0,13,
38,06.18,엔화투자 상품 있어?,엔화에 투자하라는게엔화로 환전해서 가지고 있으라는 말은 아닐거자누,"환전을 해
엔화 etf
타이거 엔 선물
엔화 좀 더 지켜봐. 남들 다 금리 다 올리는데 혼자 동결이라 더 떨어질 수 있음.
yen etf 치면 몇개 나와. 근데 지금 일본 중앙은행 얘기 들어보면 아예 이유도 없이 버티는 건 아니라서 미일 금리차 더 벌어질 수도 있음
tiger 엔선물
환전도 나쁘지 않지..내년쯤 일본 여행갈꺼 생각해서 넉넉하게 환전해 놓았어!1050원만 찍으면 꽁짜 여행이네..ㅋㅋ 
",247,0,7,
39,06.18,성 투 합 시 다,성 투 기 원,"
",190,1,1,
40,06.18,-2천만원 손절하니까 후련하네 ㅎㅎ,인생 길다~~~~,"길면 넣어놔야지
3배 레버라 답없다 ㅋㅋ
음.. 이건 잘한일인듯
와..이걸 못참네
3배 참는거 아냐
끝까지 버틴다 본전 찾아온다
수십년 못기다려
tqqq 손절친거임 형?
속슬
반등시~~~작
잘했어 3배는 정리 하는게 나아
형 부러운데?
나랑같네 나도 tq -2천인데 ㅜ 아직대기중..
잎으로 주식시장 전망이 좋지 않기에 손절상승장도 아닌 횡보라면 죽음이고 
나도 -2천이면 웃으면서.. 손절칠텐데..지금 손절하면 뇌절하지 싶네.. 
에스엘 형 얼마나 손실이길래 그래ㅠㅜ
-7천 정도.. 다른글 봤더니 -2억도 수두룩하네 ㅎㅎ 암울했는데 이제 웃으면서 다녀야겠다. 
친한형님 -2억인데 7천손실이면 진짜 웃으면서 손절친다하시더라더한 사람도 있어 에스엘 월급이면 1년 바짝 벌면 어느정도 만회할수있잖아 우울하게 지내지말고 힘내자 주말인데 
내가 -5천 -50프로였는데 2천마넌 익절했어 힘내
",520,3,19,
41,06.18,슥보) 코스피 3000 돌파,와…ㅠㅠ 믿고있었다구,0,996,1,10,
42,06.18,사료주 시작도 안했다 vs 많이 올랐다,.,"많이 올랐다고 사료됩니다
10점 만점에 몽고반점
효성오앤비 2만원 목표
제발 개쳐물려잇너
",246,0,4,
43,06.18,현대사료 카나리아바이오 됐는데 어떻게 생각함??,"여기가 그 유명했던 슈카에서도 다뤘던 두올물산이 카나리아바이오가 되고 현대사료를 사서 (대주주 지분 65.04퍼 1000억에 삼) 우회상장이나 인수합병 하는가 보더라구..난소암 임상 3상 2년째 진행중인듯한데 효과는 좋을듯 하고 비상장 K-otc에 있는 카나리아바이오엠 (전 두올물산, 카나리아바이오)에 천만원 살짝 담궈보는거 어떻게 생각해??우회상장해서 카나리아바이오(전 현대사료) 주주받고 3상 결과나올때까지 묻어둘까하는데..","현대사료 고점판독해주네 현사주주들돔황칠때다 물론 3상인지뭔지 성공하면 가겠지 근데지금사고싶어? 현대사료주가보면 와닿는거없어? 장기적인관점이라 지금주가는 상관없다는건가?
지금 현대사료는 이미 카나리오바이오 상장효과는 봤다고 생각하고 1. 내년 3상중간결과 나올때까진 존버 (약 효능은 괜찮다고 믿기에) 2. 그보다 상대적으로 관심을 못받는 k-otc 카나리아바이오가 주당 3200원이더라구. 여기를 지금부터 매집해볼까 생각하는거야
글쌔 사료주로도 오른게있어서 우회상장이슈로만 올른폭이아니라 버티면 어찌댓던 현사는빠짐 그게빠지면 까나리바이오도 같이빠지겠지? 물가이슈가 잠잠해지고 그상승폭이줄어들어야 사볼만하지
사셨나요?17800에 사서 89000에 팔았는데배아파 죽겠습니다 전 그릇이 작나봄... 
배가아플땐 약을먹어야댐요! 진통제
전 현사는 조금만있고 카나리오바이오엠 지주사 비상장에 만주정도 있습니다. 편안하면서도 불안한 이기분...ㅋㅋㅋ
",194,0,6,
44,06.18,징징이들 우는소리 줫대네 ㅉㅉ,나는 원금 7000에TQQQ 50불 올빵이라 마 육십이다살려죠 응애 ㅠㅠ,"와 나보다 손해 많이 보셨네
23달러 풀베팅 박음
83있습니다
",429,1,3,
45,06.18,존리 ㅈ됬네 ㅋㅋㅋ,ㅋㅋㅋ 계좌 못까는이유가 이거였누,"존리 한국 패치 지대로 됐네 ㅋㅋsec 같았으면 했겠나 ㅋ 
좐리 감방 1년 6개월 갔다오고 평생 즐기며 살겠네
이런....
헐
불법투자하니까 좋니?
존리 ㅋㅋㅋ 종신형 감인데 ㅋㅋㅋ
ㅅㄱㄲ
","2,313",8,7,
46,06.18, 에어비앤비,형 이거 하는 형들 있어?지방에 담독주택 전세권 설정하고 잡아서 비엔비를 돌릴까 하는데조언을 얻고 싶어서집은 오늘 보고왔는데 가격은 싸고 임대 안될 땐 나도 세컨하우스로 쓸까 해,0,430,0,10,
47,06.18,이더리움 100달러 되면 들어가야지ㅎㅎ,아직도 비싸다,"평생 못사겟네
형이 100에 사면 0.1 가겠네 ㅋㅋ
상관없어 100에서 사서 0.1되면 걍 버리면 그만
비트 20K 붕괴
",259,0,8,
