날짜,댓글,조회수,좋아요,싫어요
2021-07-25 18:01,삼생,440,5,8
2021-01-18 13:59,마지막 매수찬스 이런기회없다,191,3,1
2020-08-14 00:20,  ,168,0,0
2020-06-24 10:27,쳐넣어라,139,3,0
2022-01-28 16:00,경영진이 빠져가지구 ,208,2,1
2021-03-15 18:44,찬티많아지는거보니,241,4,2
2021-01-21 10:47,삼성전자 배당정책 최대 수혜주는 ,276,6,1
2020-07-22 18:07,답글  단타유도   알바   잘챙겨먹어라,100,0,1
2020-06-05 15:31,재용이 안녕,422,4,1
2021-11-11 09:07,자 물탔다 실적 보고,185,3,2
2020-09-01 10:43,     원 뚫으면 숏커버 엄청 들어온다   ,311,3,1
2020-08-21 14:44,집나간 한국산 용병들,127,1,0
2020-09-03 14:17,다시 입성,144,3,1
2021-04-29 12:22,대중의 생각,102,0,2
2021-11-19 10:10,전영묵 이 멍멍아  때려쳐라 ,101,3,2
2022-02-03 11:25,메루치가 뒤에서 쫓아온다   ,307,1,2
2021-12-17 14:06,또 막판  만주로 후려치기 ,296,5,3
2021-07-01 16:12,기관들아,302,1,0
2021-10-17 17:00,내일  퍼만 올라라,524,7,5
2020-07-08 11:53,주식이 보합권인데 이게 왜 오르나 싶제    ,191,0,3
2020-08-13 15:37,걍 배당 묵으며 장투다,162,2,0
2021-08-26 11:32,오늘 고가에 물리신분들 걱정하지마세요,344,8,6
2021-04-30 22:46,삼생  미리 축하드립니다 ,872,2,3
2020-11-25 15:22,차트만 보면 매도이지만   ,671,12,4
2020-10-25 12:17,내일 단타대회열리나요 ,213,2,2
2020-08-13 14:31,아 vi먼데,205,0,0
2020-08-13 15:32,종가 단일가 왜이리 기냐 ,224,1,0
2021-04-27 09:12,발사준비,161,0,1
2020-08-26 09:54,완전 개잡주네,114,3,0
2020-06-26 11:14,답글  차 조정 올겋도 없슴  ,233,1,1
2020-12-28 15:37,매동 소름     ,486,1,4
2021-03-02 14:36,외인기관,515,4,2
2021-11-03 06:53,대주주의 매도 물량을 자사주로,517,7,3
2021-05-03 10:33,답글 믹스견 떵견 코코,104,2,0
2021-02-04 14:43,주가조작 담당   OOO   내 기도하마   ,157,10,0
2021-05-14 11:06,IR 아직 뭐 별거없네 전량매도 끝,217,4,2
2020-06-08 10:11,이건희 건강은 우째된거임 ,269,1,1
2022-03-14 13:46,위            원가지 물린 신용   ,337,4,3
2020-09-03 10:25,기업살리기가 꼭 주가 조작 눈감아주는거냐,127,7,0
