,날짜,댓글,조회수,좋아요,싫어요
137,2022-05-12,ㅜㅜ,283,0,4
138,2022-05-12,지금도 안늦음ㆍ,352,1,5
139,2022-05-12,아오씨,188,0,4
140,2022-05-12,개짱나네..,297,2,1
141,2022-05-12,2프로가 한순간에?,200,1,1
142,2022-05-12,그래도 실적 예상치 상회 했네,153,0,2
143,2022-05-12,실적 서프라이즈?,253,0,2
144,2022-05-11,실적 떡락인가?,498,6,1
145,2022-05-11,탈출,355,5,0
146,2022-05-11,장단기금리차 회복되기 전까지는 금융주는 ...,454,5,0
147,2022-05-11,원론적인 근거로 진입하신분들,439,0,3
148,2022-05-11,다른 보험사 5%씩 빠진다. 무조건 기다...,346,3,1
149,2022-05-11,손이 근질 거려도 꾹꾹 참아라.,253,4,1
150,2022-05-11,매입 하지 말고 기다려라,248,3,1
151,2022-05-11,몰빵했다던 주린이들~,418,4,0
152,2022-05-10,장단기금리차 축소로 인해 보험주 죽쓰고 ...,339,3,4
153,2022-05-10,하락,210,3,0
154,2022-05-10,넌 뭐니?,275,0,2
155,2022-05-10,윤석열의 코스피 선제타격,366,9,3
156,2022-05-10,윤무당의 명언,378,13,5
157,2022-05-10,반등을 못하네...,235,5,0
158,2022-05-10,신한창구,308,5,0
159,2022-05-09,오긴 오냐,387,1,5
160,2022-05-08,30만까지는 무난할 듯,668,5,4
161,2022-05-08,하락장 개무시,262,0,2
162,2022-05-06,카악~~ ?~~ 던지고 간다,383,7,1
163,2022-05-06,개관들 냄새 맡았나봐요,455,5,3
164,2022-05-06,기조변화,226,2,2
165,2022-05-06,금리인상수혜주,535,3,5
166,2022-05-06,전쟁나면,280,3,0
167,2022-05-03,자사주매입소각 해라,484,7,2
168,2022-05-03,유안타증권,276,3,0
169,2022-05-03,징글징글허다,254,5,0
170,2022-05-03,자사주매입소각 해라,216,7,2
171,2022-05-02,이재명사면 안한다ㆍ 주가 악영향,393,2,5
172,2022-05-02,기관이 패대기쳐쁘네 ㄷㄷ,313,7,2
173,2022-05-02,ㅋ 삼성화재가...,376,1,4
174,2022-05-02,형들어왔다,309,3,4
175,2022-05-02,삼성화재는,373,2,0
176,2022-05-02,이 종목은,305,7,0
177,2022-05-02,금리인상하는데 박는 주식있는가?,389,2,1
178,2022-04-27,개미들 기다릴줄도 알아야지,1462,11,3
179,2022-04-27,아이고..   2일전에 입성했는데,432,9,1
180,2022-04-26,배당금만 보고..,1512,2,12
181,2022-04-26,진중한 답변바랍니다.,1185,1,12
182,2022-04-26,미련을 접고 익절 하나,289,5,0
183,2022-04-26,개잡주,255,9,1
184,2022-04-26,어제 211000에 입성..,899,7,5
185,2022-04-25,1분기 실적좋음,436,2,6
186,2022-04-25,금리인상하는데 혼자박는중,437,4,1
187,2022-04-25,어닝쇼크?,480,2,0
188,2022-04-24,큰일났다 젠장,823,9,6
189,2022-04-22,3년 동안 동고동락,874,11,5
190,2022-04-22,크하하 19.5에 1억 몰빵한 내가 위너...,717,1,7
191,2022-04-22,22만원 돌파하기를,294,1,3
192,2022-04-22,금리인상 금리인상 신나는노래~~,274,1,2
193,2022-04-21,이투데이,326,3,3
194,2022-04-21,세월 보내기,228,0,7
195,2022-04-20,정말이지 몹쓸주식입니다,490,18,3
196,2022-04-20,가자~~~22만원 ^^,419,7,7
197,2022-04-19,쓰레기 개잡주,297,13,1
198,2022-04-19,마알좃에 물?나.,316,7,2
199,2022-04-19,목표가,510,1,7
200,2022-04-19,주가관리 좀 해,252,8,4
201,2022-04-19,언능 튀자 사람들 개나소나 나와서,230,6,1
202,2022-04-19,다른손해보험,241,6,0
203,2022-04-19,보험은 똥이죠,227,3,0
204,2022-04-19,빠지는게 정상,405,2,2
205,2022-04-19,빨리 빠지면 물타기라도.,222,3,0
206,2022-04-19,오늘도 어김없이,211,2,2
207,2022-04-18,정말 시베다 개 마알좃 바건 주식이네.,323,10,1
208,2022-04-19,답글:정말 시베다 개 마알좃 바건 주식이네.,1684,0,3
209,2022-04-18,매일 폭등 하드만 내가 사니까 연일 폭락...,620,7,4
210,2022-04-18,경제방송,502,5,2
211,2022-04-18,개잡주,245,8,0
212,2022-04-19,답글:[삭제된 게시물의 답글]액면가 500원짜...,929,1,0
213,2022-04-18,답없넹...,257,4,0
214,2022-04-18,금리인상하는데 떡락하는 보험회사가있다??,252,2,0
215,2022-04-18,아왜..,309,0,2
216,2022-04-18,거리두기 해제로 단기하락 예상,597,9,5
217,2022-04-18,ㅋㅋ 결과는 슬프네요,307,2,2
218,2022-04-17,금리 몇번 더 인상한다는데,329,1,4
219,2022-04-16,재미있는 한주가 되겠네요,403,5,0
220,2022-04-15,연기금 5만주 순매도,541,4,0
221,2022-04-15,매도하신분,605,7,3
222,2022-04-15,"212,500원 시원하게 1300주 몰빵...",897,5,8
223,2022-04-15,금리올랐는데..,687,1,3
224,2022-04-15,쎄하다.,378,7,0
225,2022-04-15,금리올려도 떨어지는 잡주사는 후구있는가?,362,6,0
226,2022-04-15,진짜 머냐,364,7,0
227,2022-04-14,배당금 입금되었습니다.,493,4,3
228,2022-04-14,카카오손해보험 나온다고 파란거죠?,663,7,1
229,2022-04-14,증권사마다 배당입금이 다른가,650,2,2
230,2022-04-14,배당 입금.,431,5,0
231,2022-04-14,금리인상 호재,335,3,2
232,2022-04-14,삼성화재는 왜 파랑파랑한가요,339,4,0
233,2022-04-14,금리인상,179,0,2
234,2022-04-13,배당 언제 주나요?,226,0,3
235,2022-04-13,진짜 어이가 없는 주식이네,519,12,2
236,2022-04-11,금리인상확실한데,1187,9,7
237,2022-04-11,금리인상,598,6,5
238,2022-04-08,도망 쳐라  올해실적 개판이다,988,12,6
239,2022-04-07,배당,839,1,6
240,2022-04-07,다들 얼마까지 생각하고 계신가요?,984,10,4
241,2022-04-07,??,231,0,4
242,2022-04-07,"왜 하필 삼성화재를 골랐을까.,,",882,9,4
243,2022-04-06,이해불가 주식,934,20,2
244,2022-04-06,15프로 먹고 3일전 팔았는데..쩝,394,7,2
245,2022-04-05,애매하네...,1344,7,7
246,2022-04-05,잠깐 쉬었다가는 것도,536,5,1
247,2022-04-05,안튄 개호구있는가~~~,392,3,8
248,2022-04-04,정년 후에는 아무 곳에도 투자하지 말라고...,445,5,5
249,2022-04-06,답글:정년 후에는 아무 곳에도 투자하지 말라고...,1202,0,0
250,2022-04-03,배당금지급일?,1551,0,9
251,2022-04-02,목표가 상향,526,3,4
252,2022-04-02,배당내나라.,447,3,3
253,2022-04-02,윌요일?  금리상승? 미국시장하락??,699,0,5
254,2022-04-01,주주 구성이 참..,583,9,1
255,2022-04-01,목표가 22만,742,3,7
256,2022-04-01,기관외인 ㅈㄴ사는데,506,5,1
257,2022-03-31,제가 오늘 다 털었습니다.,718,7,8
258,2022-03-31,오늘매도,602,5,8
259,2022-03-31,미리 팔면 며칠 뒤 23이상 가도 발만 ...,373,6,1
260,2022-03-31,최근 18만 19만에 샀는 형아들.ㅋㅋ,612,2,4
261,2022-03-31,일봉 V자 반등 예술이네,318,3,0
262,2022-03-31,너는  계획이 있었구나,319,6,0
263,2022-03-31,아직도 팔지마라,314,6,2
264,2022-03-31,머선129..,267,2,0
265,2022-03-31,역시 팔고나면 돌파하네,533,4,0
266,2022-03-31,조언 좀.,884,1,1
267,2022-03-31,우선주로 피보네 ㅜㅠ,248,0,0
268,2022-03-31,폭등,330,1,0
269,2022-03-31,"와우, 22만!",208,0,0
270,2022-03-31,"답글:와우, 22만!",687,0,0
271,2022-03-31,욕심내다가 배터짐 ㅂㅇ,177,0,0
272,2022-03-31,"250,000원 까지 기다림",375,5,1
273,2022-03-31,또 여기서 저항선 생기는데,439,2,0
274,2022-03-31,모두 성투하세요,401,1,1
275,2022-03-31,원래는 26만원이어야하는데...,486,6,1
276,2022-03-31,팔림 ?,307,0,2
277,2022-03-31,올해는 삼화 배당 얼마 주려나,334,0,0
278,2022-03-31,전량매도,603,6,2
279,2022-03-31,금리인상하면 당연히 떡상하는거 모름?,501,5,1
280,2022-03-30,"현대, db",336,1,7
281,2022-03-30,역시 오늘도 전강후약 개미털기,297,2,6
282,2022-03-30,떡상,449,3,6
283,2022-03-29,개미 털기 차트 였군요,363,7,3
284,2022-03-29,주주에 대한 이사의 충실 의무 법안 발의,339,5,2
285,2022-03-29,개미들 이거 조금 올랐다고,922,14,1
286,2022-03-29,형님 누님 오늘 예상좀,721,0,3
287,2022-03-28,동부대비,399,16,0
288,2022-03-28,금리 인상하면 예전처럼 30만원 갈수 있...,1179,15,1
289,2022-03-28,"주식배당언제나와요,",1030,2,3
290,2022-03-28,금리인상하는데 안산 호구있는가,350,1,8
291,2022-03-28,주주님들 이 종목은 어떻가요?,1057,2,7
292,2022-03-28,답글:가서 사세요. 왜 여기와서 팔라고 그러나...,360,2,1
293,2022-03-28,니긔미 파니까 조온나게 처 오르네 ㅈㄱ여...,720,11,2
294,2022-03-28,무슨일 있어요?,629,1,4
295,2022-03-25,빙신주,719,12,1
296,2022-03-25,매일 1%씩이라도 조용히 100일 동안 ...,448,6,3
297,2022-03-25,호가창보니,360,3,1
298,2022-03-25,답글:공매도 떳으면 지금팔고 18만원대 기다렸...,601,4,2
299,2022-03-24,혼자 빠지네,237,5,0
300,2022-03-23,보험주 리딩회사는,598,9,2
301,2022-03-23,볼린저밴드 상단터치 50주 익절 ㅅㄱ,398,4,3
302,2022-03-23,기존주주 마음,636,8,4
303,2022-03-23,최근 진입자 vs 기존주주 특),427,5,5
304,2022-03-23,오늘도 db보다 못하네요 ㅠㅠ,339,2,1
305,2022-03-22,분위기 좋아서 좋은데,716,1,6
306,2022-03-22,금리인상하면 무조건 떡상 뻔한데,370,4,2
307,2022-03-22,오늘 19800원에 전량 473주 매도했...,1313,3,11
308,2022-03-22,이번 인수위 IFRS17  개선,676,10,2
309,2022-03-22,딱 한달 전 종가네요,564,6,5
310,2022-03-22,고민이네,702,11,4
311,2022-03-22,삼성화재가 db손보보다 못한게 뭐죠? ㅠ...,518,3,3
312,2022-03-22,금리인상 이제 시작인데.....,412,6,4
313,2022-03-22,어제 금리인상 수혜주라 했냐안했냐,628,3,5
314,2022-03-22,공매도 없애야함,380,9,3
315,2022-03-22,쓰레기들 결국 매집할려고 폭락시켯구만,393,2,3
316,2022-03-21,장투계좌 어플 삭제,617,5,6
317,2022-03-21,18만 초반 다시 오면 풀매 고고,276,6,1
318,2022-03-21,금리인상 수혜주,256,2,1
319,2022-03-21,어제보다 안 떨어졌으면 감사하자,241,1,0
320,2022-03-21,기름값올라서 차가 많이 줄었네요,445,5,1
321,2022-03-21,매번 느끼는 것이지만 여기는 개미주주가 ...,626,5,1
322,2022-03-20,"새정부 연금개혁 공약…보험업계, 민영보험...",507,1,1
323,2022-03-19,유안타증권 추천함. 악의적 공매도는 지배...,906,12,3
324,2022-03-19,텐센트랑 조인은 하는거?,657,1,1
325,2022-03-18,수익중,290,5,5
326,2022-03-18,18만원대는,307,3,8
327,2022-03-18,동시호가 8만 4천주인데 그거 얼마에요?,591,0,0
328,2022-03-18,더 내려라!!!!,365,1,2
329,2022-03-18,??,570,4,2
330,2022-03-18,배당금은 몇일날 들어오나요?,482,1,1
331,2022-03-18,슬슬 시동 거나?,237,4,2
332,2022-03-18,호재 하나,314,0,6
333,2022-03-18,큰손들은 몇일전부터 다 빠져나갔는데 호재...,623,4,2
334,2022-03-18,답글:큰손들은 몇일전부터 다 빠져나갔는데 호재...,562,1,2
335,2022-03-18,오 오늘 주총때 호재가 있나보네,342,1,3
336,2022-03-18,진짜 여기는 ㅋㅋ 노관심 대장주임ㅋㅋ,365,2,0
337,2022-03-18,매각도 고려,198,0,0
338,2022-03-18,주총은 뭐하러 하는겨?,241,3,1
339,2022-03-18,주총날도 공매?,236,9,1
340,2022-03-18,삼화야,299,7,1
341,2022-03-17,공매도 때문에,197,1,1
342,2022-03-17,쨔샤  조금더 기달려,166,0,4
343,2022-03-17,진중한 동행타령 어디갔음,158,0,1
344,2022-03-17,특별안건 채택,314,8,0
345,2022-03-17,병x주식 삼성,160,3,0
346,2022-03-17,내일 주총장 오함마 들고 집합,268,4,0
347,2022-03-17,아파트 청약 18층 추첨받았습니다,446,2,3
348,2022-03-17,배당땜에 사는주식인데,430,4,1
349,2022-03-17,여긴 항상 18층이네ㅋㅋ,209,4,0
350,2022-03-17,심하다진짜 ㅋㅋㅋㅋㅋㅋㅋㅋ,297,4,0
351,2022-03-17,이런 보험주는 처다보지도 맙시다,192,3,0
352,2022-03-17,주식시장에서도 소외 당하는 회사가,198,4,0
353,2022-03-16,주주총회에 적극적으로 한표,229,9,1
354,2022-03-16,더 떨궈줘 젭알,424,2,5
355,2022-03-16,기계 오동작이네 ㅋ,269,3,0
356,2022-03-16,난 13층 보내주세요,270,3,1
357,2022-03-16,떨어질수록 즐겁네요. 더 빠져도 좋습니다...,314,5,4
358,2022-03-16,"179,500에",476,0,3
359,2022-03-16,매수세가 없네요 거래량도없고,336,7,0
360,2022-03-16,이런,202,4,0
361,2022-03-16,김용범 삼성화재 대표이사 영입,233,13,0
362,2022-03-15,20주 추매,298,3,8
363,2022-03-15,오늘 현대해상 정리하고 들어왔습니다.,368,0,9
364,2022-03-15,주주총회 전자투표 꼭 부탁드립니다.,282,15,2
365,2022-03-15,답글:주주총회 전자투표 꼭 부탁드립니다.,243,4,1
366,2022-03-15,오늘도 역시나,288,10,1
367,2022-03-15,경영진에게 고함,247,12,2
368,2022-03-15,정말 뭐같은 주식이구만,170,4,0
369,2022-03-15,우선주에 따라잡히것네ㅋㅋㅋ,242,6,1
370,2022-03-15,현대해상 가지고 있을때 삼성화재 오르더만...,435,7,1
371,2022-03-15,이거 bps딱 반값인데 헤지펀드가 먹어라,233,4,1
372,2022-03-15,현대해상 52주 신고가,241,4,1
373,2022-03-15,답변바람,361,12,1
374,2022-03-14,오릅니다 걱정하지 마세요,527,9,16
375,2022-03-14,뭐라도해봐라.,226,5,2
376,2022-03-14,배당줄었다 아래글아,483,1,3
377,2022-03-14,아니 배당률이 6프로가 넘는데 건물투자보...,618,5,2
378,2022-03-14,ㅋㅋ안빠지네,203,0,4
379,2022-03-14,오늘..ㅋㅋ,206,1,3
380,2022-03-13,"삼성그룹 18개사, 신입사원 뽑는다...",234,0,1
381,2022-03-12,공포에 매수 하라,660,9,1
382,2022-03-12,고유가는 손해보험주에 호재인가요?,609,9,1
383,2022-03-11,웃기는 회사네,339,21,1
384,2022-03-11,"개인 투자자, 무시 당하지 않으려면",267,14,1
385,2022-03-11,요리엔,246,3,1
386,2022-03-11,꼭 전자투표 하세요,285,15,1
387,2022-03-11,미수친 사람만 아니면,262,2,8
388,2022-03-11,개미만 사대니,211,3,0
389,2022-03-11,입성,201,1,6
390,2022-03-11,공매도 게시판 알바조심. 하락론자 x쉐이...,262,7,0
391,2022-03-10,ㅋㅋㅋ,243,0,2
392,2022-03-10,지금 사면 반드시 먹고 나올 수 있다!!,673,6,8
393,2022-03-10,경영진교체,284,13,0
394,2022-03-10,삼성주는 저주한다,328,10,0
395,2022-03-10,냐하하하하하 기분좋다구,316,1,5
396,2022-03-09,낼 급등예상,387,8,5
397,2022-03-08,주주총회 전자투표 통해 주주권리 꼭 행사...,612,25,1
398,2022-03-08,22년 예상 배당 9400원 따리 실화냐...,937,6,2
399,2022-03-08,더러분 회사 부리나 확 나버려라 .,287,4,0
400,2022-03-08,IR팀에서 회선자체를 끊고 도망갔다는 글,828,20,1
401,2022-03-08,회사가 이사들 보수 상한해달랍니다... ...,645,18,1
402,2022-03-08,주주총회 이사 보수상한 거부 했네요,782,21,1
403,2022-03-08,분할매수 시작. 배당률 6.5프로 넘음.,523,3,2
404,2022-03-08,177에 물탔다,433,3,4
405,2022-03-07,삼성화재 IR과의 통화,470,0,2
406,2022-03-07,오늘 분할매수,640,4,2
407,2022-03-07,주가,464,8,1
408,2022-03-07,21년 배당금이 얼마인가요 ?,994,1,1
409,2022-03-07,하락원인 러시아 국채?,668,1,1
410,2022-03-07,개미들은 왜 사는거야?,961,6,1
411,2022-03-07,이거 외국인들 손절한건가요?,420,3,1
412,2022-03-07,메리츠 -1.7 현대해상 -1.6 삼성화...,627,5,1
413,2022-03-07,옆동네 러시아 금리 20%,399,0,1
414,2022-03-07,역시 삼성 붙은 주식 사면,409,3,2
415,2022-03-07,화재우가 이러다 화재보다 가격더 높아지겠...,427,0,1
416,2022-03-07,오늘 왜 이렇게 빠지는거죠?,375,0,1
417,2022-03-07,부자가 되고싶니?,542,2,0
418,2022-03-07,개잡주네 ㅎㅎ,265,0,1
419,2022-03-07,전형적인 계단식하락,396,1,0
420,2022-03-07,평단19층인데 손절,316,1,0
421,2022-03-07,천하의 삼성화재가 이게 뭐냐,242,0,1
422,2022-03-07,애는 오른것도 없이 떨어지기만 하네요,239,2,0
423,2022-03-07,너무 힘드네요.,642,7,8
424,2022-03-07,동행 어디갔음?,298,6,1
425,2022-03-07,재도전,302,3,4
426,2022-03-07,오늘도 부재 중,633,15,1
427,2022-03-06,이번 산불이 다음주 어느정도 주가에......,1094,2,5
428,2022-03-05,4분기 손실이 많이 발생한 이유가 뭘까요...,1163,3,2
429,2022-03-05,지난주 대차상환 많이 함.,544,8,2
430,2022-03-05,답글:[삭제된 게시물의 답글][삭제된 게시물의...,301,2,0
431,2022-03-04,빨리 166000원 와야 매수 하는데..,607,3,8
432,2022-03-04,아.. 뭐냐... 공매도 벌써 백기들었냐...,412,1,7
433,2022-03-04,와 나이거 18만근처에사서,908,7,1
434,2022-03-04,투자하기에 한가지 아쉬운점이 있다면,407,1,0
435,2022-03-04,양심상정,330,0,1
436,2022-03-04,금리인상 호재로 최소 24만원 가있어야할,619,12,0
437,2022-03-03,이익 너무 좋아서 배당 낮춘거 아님?,862,5,4
438,2022-03-03,아우 허약한 공매도 세력들.  ㅉㅉ,514,4,2
439,2022-03-03,장기투자,463,4,1
440,2022-03-03,이 양아치 회사,417,7,1
441,2022-03-03,보험 주식은 하지말라는데,591,3,1
442,2022-03-03,파월 어젯밤,451,2,1
443,2022-03-03,자사주 매입해라,458,9,0
444,2022-03-03,또 철수 도라버리것다.,562,6,2
445,2022-03-03,답글:또 철수 도라버리것다.,422,2,1
446,2022-03-03,최근 2일 공매도 급감을 보며 느끼는 건,637,8,1
447,2022-03-02,전저점 166000원까지 기다린다,583,4,3
448,2022-03-02,답글:이런 글이 보이기 시작하니.. 살때군요.,501,7,1
449,2022-03-02,오늘부터 매일 300주씩 살께요,458,1,4
450,2022-03-02,답글:[삭제된 게시물의 답글]거의 대부분 수익...,478,3,1
451,2022-03-02,재용아 .문디 자슥아 사람좀살자.,434,3,1
452,2022-03-02,1년전 주가로 회귀,454,5,1
453,2022-03-02,얘의 특징,408,5,1
454,2022-03-02,진짜 꼴도 보기싫다,376,3,1
455,2022-03-02,공매도 힘내. 배당 7프로가 얼마 안남았...,437,1,3
456,2022-03-02,공매도 알바들 계속 팔라고 글쓰네.,353,2,1
457,2022-03-02,재무 좋은거,401,3,1
458,2022-03-02,바이든,342,1,0
459,2022-03-02,삼성화재 개미들ㅜㅜ,409,2,1
460,2022-03-02,주주를 존중한다면,461,8,1
461,2022-03-02,더러운 삼화,354,7,1
462,2022-03-02,야 ㅡㅡ 대북주냐,323,3,1
463,2022-03-02,러시아,435,4,1
464,2022-03-02,ㅠㅠㅠ,391,3,0
465,2022-03-01,카카오페이 보험때문에 실적 반토막나면,867,4,4
466,2022-02-28,앞으로는...,555,20,1
467,2022-02-28,답글:[삭제된 게시물의 답글]내기 할까요? 1...,433,3,3
468,2022-02-28,답글:[삭제된 게시물의 답글] 반가운소식이네요...,363,2,3
